"Gene_Symbol","logFC_GSE16561","adj.P.Val_GSE16561","logFC_GSE58294","adj.P.Val_GSE58294","Evidence_Class","Replication_Rule"
"TCN1",0.738589834825261,0.00724967915651684,0.990446413043478,0.000457122388358473,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"TFDP1",0.662959758483402,0.000578976722985883,0.882455988985507,6.15544097036055e-07,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"THBS1",0.674034651205844,0.00681132734274478,1.04959525826087,3.28765238368448e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"TIMP2",0.53024264968592,0.000135742440761148,0.637338695652174,5.37491019303398e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"TLR2",0.667611046723397,0.000196608839991504,0.607524347826087,1.11793511874095e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"TLR5",0.602746208805533,0.00372532382842922,1.04647065652174,1.34811159177717e-07,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"TLR8",0.557853293250832,1.89967531967522e-05,0.500904565217391,0.00026277462847015,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"TMX4",0.506809013627102,0.0106544848593086,0.580866956521739,6.436505824084e-08,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"TNFSF13B",0.713722184940214,8.18574218153458e-06,0.528339565217393,0.000189614646523729,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"TPST1",0.624148248146633,0.0265543580927974,0.996455873913044,0.00019465514067943,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"TRIM21",0.540871450012213,0.000236875012410289,0.606178695652174,3.44282517008669e-05,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
"TSEN34",0.658282748963609,9.98969137636446e-06,0.83527304347826,1.35961976754266e-06,"Acute_Transcriptomics","FDR<0.05; abs(log2FC)>=0.5; same direction in GSE16561 and GSE58294"
